     0.000     0.182    13.167     12868267.500     0.000     0.000  2750.000      00********
     0.000    -0.772    39.085     38604802.500     0.000     0.000  2750.000      00********
     0.000    -1.249    51.784     51473070.000     0.000     0.000  2750.000      00********
     0.000    -1.933    69.738     69925680.000     0.000     0.000  2750.000      00********
     0.000    -2.203    76.726     77209605.000     0.000     0.000  2750.000      00********
     0.000    -2.680    88.955     90077872.500     0.000     0.000  2750.000      00********
     0.000    -3.157   101.027    102946140.000     0.000     0.000  2750.000      00********
     0.000    -3.634   112.941    115814407.500     0.000     0.000  2750.000      00********
     0.000    -4.588   136.347    141550942.500     0.000     0.000  2750.000      00********
     0.000    -5.065   147.787    154419210.000     0.000     0.000  2750.000      00********
     0.000    -5.542   159.070    167287477.500     0.000     0.000  2750.000      00********
     0.000    -6.019   170.194    180155745.000     0.000     0.000  2750.000      00********
     0.000    -7.054   193.852    208077457.500     0.000     0.000  2750.000      00********
     0.000    -7.927   213.228    231628815.000     0.000     0.000  2750.000      00********
     0.000    -8.881   233.791    257365350.000     0.000     0.000  2750.000      00********
     0.000    -9.834   253.704    283074907.500     0.000     0.000  2750.000      00********
     0.000   -10.856   274.372    310645912.500     0.000     0.000  2750.000      00********
     0.000   -11.742   294.311    335417143.500     0.000     0.000  2850.000      00********
     0.000   -12.696   315.577    362089552.500     0.000     0.000  2850.000      00********
     0.000   -13.650   336.626    388761961.500     0.000     0.000  2850.000      00********
     0.000   -15.558   378.139    442106779.500     0.000     0.000  2850.000      00********
     0.000   -17.466   418.781    495451597.500     0.000     0.000  2850.000      00********
     0.000   -19.374   458.558    548796415.500     0.000     0.000  2850.000      00********
     0.000   -21.000   491.759    594256936.500     0.000     0.000  2850.000      00********
     0.000   -23.190   537.974    657634441.500     0.000     0.000  2950.000      00********
     0.000   -25.911   594.755    736378821.000     0.000     0.000  2950.000      00********
     0.000   -27.006   617.400    768067573.500     0.000     0.000  2950.000      00********
     0.000   -28.913   656.526    823255200.000     0.000     0.000  2950.000      00********
     0.000   -30.821   695.312    878471766.000     0.000     0.000  2950.000      00********
     0.000   -32.006   719.201    912765073.500     0.000     0.000  2950.000      00********
   500.000    -6.008   181.352    177794478.000     0.000     0.000  2750.000      00  109982
   500.000    -6.962   205.130    203531013.000     0.000     0.000  2750.000      00  109982
   500.000    -7.916   228.265    229267548.000     0.000     0.000  2750.000      00  109982
   500.000    -8.870   250.758    255004083.000     0.000     0.000  2750.000      00  109982
   500.000    -9.824   272.610    280740618.000     0.000     0.000  2750.000      00  109982
   500.000   -10.913   296.786    310119115.500     0.000     0.000  2750.000      00  109982
   500.000   -11.732   317.106    332695751.400     0.000     0.000  2810.000      00  109982
   500.000   -12.686   340.569    358993810.800     0.000     0.000  2810.000      00  109982
   500.000   -13.640   363.804    385291870.200     0.000     0.000  2810.000      00  109982
   500.000   -15.548   409.594    437887989.000     0.000     0.000  2810.000      00  109982
   500.000   -17.456   454.482    490484107.800     0.000     0.000  2810.000      00  109982
   500.000   -19.247   495.811    539854992.900     0.000     0.000  2810.000      00  109982
   500.000   -21.271   544.145    598428540.900     0.000     0.000  2950.000      00  109982
   500.000   -23.179   589.303    653645106.900     0.000     0.000  2950.000      00  109982
   500.000   -25.087   634.065    708861672.900     0.000     0.000  2950.000      00  109982
   500.000   -27.330   686.181    773772971.400     0.000     0.000  2950.000      00  109982
   500.000   -28.903   703.823    824466750.758     7.978     4.565  3287.536      98    7037
   500.000   -30.811   725.022    886001283.782     7.977     4.561  3287.116      98    7641
   500.000   -32.719   746.003    947523684.942     7.972     4.555  3286.442      98    8245
   500.000   -34.627   766.755   1009025638.893     7.963     4.546  3285.133      98    8549
   500.000   -37.489   797.469   1101253857.695     7.960     4.539  3284.224      98    9455
   500.000   -40.351   827.718   1193443748.160     7.950     4.528  3282.708      98   10061
   500.000   -43.213   857.603   1285606346.995     7.946     4.519  3281.918      98   10967
   500.000   -46.075   887.159   1377842527.285     7.947     4.513  3288.264      98   11573
   500.000   -48.937   916.316   1470186030.323     7.971     4.516  3289.012      98   12478
   500.000   -51.799   945.107   1562521840.181     7.958     4.503  3288.106      98   13084
   500.000   -54.661   973.595   1654849431.258     7.963     4.500  3287.701      98   13989
   500.000   -57.523  1001.842   1747181294.086     7.961     4.490  3289.046      98   14895
   500.000   -60.384  1029.912   1839484888.379     7.955     4.483  3288.420      98   15500
   500.000   -63.246  1057.881   1931821081.146     7.954     4.474  3288.601      98   16406
   500.000   -66.108  1085.836   2024127976.318     7.937     4.460  3286.735      98   17011
   500.000   -70.878  1132.576   2177946009.251     7.937     4.447  3286.990      98   18220
   500.000   -75.648  1179.843   2331766299.501     7.932     4.430  3286.649      98   19729
   500.000   -80.418  1228.100   2485545334.758     7.915     4.408  3285.923      98   20938
   500.000   -85.188  1277.935   2639283531.683     7.894     4.381  3284.676      98   22148
   500.000   -89.066  1320.000   2764228074.770     7.882     4.361  3283.485      98   23356
   500.000   -94.728  1331.324   2947352007.336     7.911     4.367  3299.580      99   23527
   500.000   -99.498  1340.864   3101878679.379     7.930     4.372  3304.608      99   25030
   500.000  -104.267  1350.402   3256584549.726     7.940     4.373  3308.994      99   26233
   500.000  -109.037  1359.942   3411527674.282     7.957     4.379  3313.213      99   27435
   500.000  -113.807  1369.482   3566665457.326     7.968     4.378  3317.170      99   28638
   500.000  -118.577  1379.022   3722008457.562     7.986     4.384  3321.764      99   30141
   500.000  -123.347  1388.562   3877540991.100     7.995     4.385  3325.636      99   31344
   500.000  -128.117  1398.102   4033259871.696     8.007     4.387  3329.682      99   32547
   500.000  -132.887  1401.692   4189196252.034     8.030     4.398  3334.725      99   34048
   500.000  -137.657  1403.805   4345353829.010     8.045     4.405  3339.438      99   35248
   500.000  -142.426  1405.917   4501701965.738     8.060     4.410  3344.121      99   36449
   500.000  -147.196  1408.030   4658313822.993     8.084     4.422  3349.155      99   37949
   500.000  -151.966  1410.143   4815142684.149     8.095     4.425  3353.683      99   39150
   500.000  -156.736  1412.255   4972197995.605     8.114     4.433  3358.672      99   40651
   500.000  -161.506  1414.368   5129466787.500     8.129     4.441  3363.089      99   41851
   500.000  -166.276  1416.481   5286946641.249     8.142     4.445  3367.535      99   43052
   500.000  -171.046  1418.593   5444646390.250     8.162     4.454  3372.336      99   44553
   500.000  -175.816  1420.706   5602554955.286     8.176     4.460  3376.713      99   45753
   500.000  -180.585  1422.818   5760648138.829     8.193     4.467  3381.490      99   47254
   500.000  -185.355  1424.931   5918981470.188     8.206     4.473  3385.802      99   48454
   500.000  -190.125  1427.044   6077522032.967     8.219     4.477  3390.178      99   49655
   500.000  -194.895  1429.156   6236278221.051     8.237     4.485  3394.887      99   51156
   500.000  -199.665  1431.269   6395240438.092     8.250     4.492  3399.198      99   52356
   500.000  -204.435  1433.382   6554415397.317     8.265     4.498  3403.820      99   53857
   500.000  -209.205  1435.495   6713794940.283     8.279     4.503  3408.160      99   55057
   500.000  -213.975  1437.607   6873381801.015     8.291     4.508  3412.513      99   56258
   500.000  -218.745  1439.720   7033183274.921     8.307     4.515  3417.181      99   57759
   500.000  -228.284  1443.945   7353383505.479     8.335     4.526  3426.200      99   60460
   500.000  -237.824  1448.170   7674462433.742     8.361     4.538  3435.283      99   63161
   500.000  -247.364  1452.396   7996393499.792     8.387     4.548  3444.436      99   65862
   500.000  -256.904  1456.621   8319187487.126     8.411     4.557  3453.743      99   68564
   500.000  -266.443  1460.846   8642825864.989     8.436     4.569  3463.213      99   71265
   500.000  -275.983  1465.071   8967393621.703     8.461     4.579  3472.879      99   73966
   500.000  -285.523  1469.297   9292886006.402     8.484     4.589  3482.964      99   76667
   500.000  -290.293  1471.409   9455985482.590     8.494     4.593  3487.966      99   77868
   500.000  -295.063  1473.522   9619334466.966     8.507     4.599  3493.452      99   79369
   500.000  -299.833  1475.635   9782930755.235     8.518     4.605  3498.693      99   80569
   500.000  -304.602  1477.747   9946755233.078     8.529     4.609  3504.486      99   82070
   500.000  -314.142  1481.972  10275500697.796     8.524     4.628  3520.689      99   84771
   500.000  -323.682  1486.198  10605457599.071     8.550     4.637  3530.551      99   87472
   500.000  -333.222  1490.423  10936370416.966     8.577     4.645  3541.016      99   90173
   500.000  -342.761  1494.648  11268244719.924     8.607     4.653  3551.840      99   93175
   500.000  -352.301  1498.874  11601155801.272     8.632     4.662  3562.601      99   95876
   500.000  -361.841  1503.099  11934948856.154     8.657     4.673  3570.621      99   98577
   500.000  -371.381  1507.324  12269499803.287     8.681     4.683  3578.662      99  101278
   500.000  -380.920  1511.549  12604792471.888     8.707     4.694  3587.123      99  104280
   500.000  -390.460  1515.775  12940889582.705     8.732     4.705  3595.320      99  106981
   500.000  -400.000  1520.000  13277770509.209     8.758     4.718  3603.771      99  109982
   505.000     0.252    13.436     12400330.500     0.000     0.000  2650.000      00  109982
   505.000    -0.702    39.917     37200991.500     0.000     0.000  2650.000      00  109982
   505.000    -1.179    52.971     49601322.000     0.000     0.000  2650.000      00  109982
   505.000    -1.733    67.981     64003383.000     0.000     0.000  2650.000      00  109982
   505.000    -2.133    79.160     74794383.000     0.000     0.000  2750.000      00  109982
   505.000    -2.610    92.306     87662650.500     0.000     0.000  2750.000      00  109982
   505.000    -3.087   105.287    100530918.000     0.000     0.000  2750.000      00  109982
   505.000    -3.565   118.131    113426163.000     0.000     0.000  2750.000      00  109982
   505.000    -4.519   143.277    139162698.000     0.000     0.000  2750.000      00  109982
   505.000    -4.996   155.608    152030965.500     0.000     0.000  2750.000      00  109982
   505.000    -5.473   167.777    164899233.000     0.000     0.000  2750.000      00  109982
   505.000    -5.950   179.786    177767500.500     0.000     0.000  2750.000      00  109982
   505.000    -6.904   203.322    203504035.500     0.000     0.000  2750.000      00  109982
   505.000    -7.858   226.219    229240570.500     0.000     0.000  2750.000      00  109982
   505.000    -8.812   248.478    254977105.500     0.000     0.000  2750.000      00  109982
   505.000    -9.766   270.101    280713640.500     0.000     0.000  2750.000      00  109982
   505.000   -10.991   296.953    313761078.000     0.000     0.000  2750.000      00  109982
   505.000   -11.675   313.671    332616290.400     0.000     0.000  2810.000      00  109982
   505.000   -12.629   336.819    358914349.800     0.000     0.000  2810.000      00  109982
   505.000   -13.583   359.730    385212409.200     0.000     0.000  2810.000      00  109982
   505.000   -15.491   404.884    437808528.000     0.000     0.000  2810.000      00  109982
   505.000   -17.399   449.144    490404646.800     0.000     0.000  2810.000      00  109982
   505.000   -19.459   495.944    547190812.800     0.000     0.000  2810.000      00  109982
   505.000   -21.216   537.206    598037514.300     0.000     0.000  2950.000      00  109982
   505.000   -23.124   581.641    653254080.300     0.000     0.000  2950.000      00  109982
   505.000   -25.032   625.684    708470646.300     0.000     0.000  2950.000      00  109982
   505.000   -27.819   689.310    789125032.800     0.000     0.000  2950.000      00  109982
   505.000   -28.849   700.632    822296411.651     7.979     4.565  3287.868      98    7037
   505.000   -30.757   721.443    883837730.881     7.978     4.562  3287.547      98    7641
   505.000   -32.665   742.047    945362115.008     7.970     4.555  3286.261      98    7945
   505.000   -34.573   762.422   1006873127.084     7.969     4.549  3285.661      98    8549
   505.000   -37.436   792.605   1099148895.893     7.966     4.542  3284.827      98    9454
   505.000   -40.298   822.326   1191356228.751     7.952     4.530  3283.386      98   10060
   505.000   -43.160   851.702   1283537928.254     7.949     4.522  3282.646      98   10966
   505.000   -46.023   880.766   1375824453.780     7.952     4.518  3288.863      98   11571
   505.000   -48.885   909.392   1468193412.818     7.971     4.517  3290.300      98   12477
   505.000   -51.747   937.644   1560561890.005     7.965     4.510  3289.233      98   13082
   505.000   -54.610   965.580   1652954678.163     7.965     4.501  3289.147      98   13988
   505.000   -57.472   993.255   1745324539.817     7.970     4.498  3290.453      98   14893
   505.000   -60.334  1020.740   1837700112.117     7.960     4.487  3289.888      98   15498
   505.000   -63.197  1048.085   1930110099.110     7.960     4.478  3290.150      98   16404
   505.000   -66.059  1075.371   2022477861.259     7.953     4.471  3289.568      98   17009
   505.000   -70.830  1120.904   2176436360.116     7.943     4.452  3288.946      98   18218
   505.000   -75.600  1166.828   2330326000.504     7.941     4.437  3288.515      98   19727
   505.000   -80.371  1213.661   2484221655.266     7.921     4.414  3287.641      98   20936
   505.000   -85.142  1262.263   2638078523.456     7.911     4.395  3286.999      98   22145
   505.000   -90.372  1320.000   2806699043.247     7.889     4.364  3285.632      98   23656
   505.000   -94.683  1328.622   2946173759.858     7.915     4.371  3299.971      99   23526
   505.000   -99.453  1338.162   3100717166.218     7.932     4.375  3304.963      99   25029
   505.000  -104.224  1347.704   3255504559.608     7.942     4.375  3309.364      99   26232
   505.000  -108.994  1357.244   3410464013.502     7.957     4.379  3313.566      99   27435
   505.000  -113.765  1366.786   3565653363.279     7.973     4.384  3317.645      99   28637
   505.000  -118.536  1376.328   3721051925.765     7.989     4.387  3322.355      99   30140
   505.000  -123.306  1385.868   3876601231.885     7.996     4.387  3325.879      99   31343
   505.000  -128.077  1395.410   4032367195.249     8.010     4.390  3330.015      99   32546
   505.000  -132.847  1401.102   4188312624.055     8.032     4.399  3334.790      99   34047
   505.000  -137.618  1403.225   4344505531.984     8.042     4.401  3339.495      99   35248
   505.000  -142.389  1405.348   4500921665.620     8.060     4.410  3344.178      99   36449
   505.000  -147.159  1407.471   4657535901.731     8.084     4.422  3349.210      99   37949
   505.000  -151.930  1409.595   4814400005.545     8.095     4.425  3353.739      99   39150
   505.000  -156.700  1411.717   4971457578.988     8.115     4.434  3358.722      99   40651
   505.000  -161.471  1413.841   5128761496.667     8.129     4.441  3363.139      99   41851
   505.000  -166.241  1415.964   5286243477.558     8.143     4.446  3367.584      99   43052
   505.000  -171.012  1418.087   5443978350.200     8.164     4.456  3372.384      99   44552
   505.000  -175.783  1420.211   5601922025.933     8.173     4.459  3376.758      99   45753
   505.000  -180.553  1422.333   5760040951.907     8.189     4.466  3381.135      99   46954
   505.000  -185.324  1424.457   5918409483.885     8.210     4.476  3385.849      99   48454
   505.000  -190.094  1426.580   6076951907.944     8.219     4.477  3390.217      99   49655
   505.000  -194.865  1428.703   6235743040.782     8.240     4.488  3394.925      99   51155
   505.000  -199.636  1430.826   6394740322.524     8.248     4.490  3399.238      99   52356
   505.000  -204.406  1432.949   6553917014.284     8.265     4.498  3403.860      99   53857
   505.000  -209.177  1435.073   6713331684.733     8.279     4.504  3408.199      99   55057
   505.000  -213.947  1437.196   6872920170.234     8.291     4.508  3412.548      99   56258
   505.000  -218.718  1439.319   7032756683.504     8.307     4.515  3417.216      99   57759
   505.000  -228.259  1443.565   7353026965.977     8.335     4.527  3426.232      99   60460
   505.000  -237.800  1447.812   7674142283.072     8.361     4.538  3435.313      99   63161
   505.000  -247.341  1452.058   7996109656.751     8.387     4.548  3444.464      99   65862
   505.000  -256.883  1456.305   8318973788.719     8.412     4.557  3453.771      99   68564
   505.000  -266.424  1460.551   8642682489.640     8.437     4.569  3463.240      99   71265
   505.000  -275.965  1464.797   8967286661.917     8.461     4.580  3472.905      99   73966
   505.000  -285.506  1469.044   9292815370.595     8.485     4.589  3482.987      99   76667
   505.000  -290.277  1471.167   9455950080.074     8.494     4.594  3487.988      99   77868
   505.000  -295.047  1473.290   9619300222.118     8.510     4.601  3493.479      99   79368
   505.000  -299.818  1475.413   9782931735.008     8.516     4.603  3498.714      99   80569
   505.000  -304.588  1477.536   9946791969.921     8.530     4.609  3504.525      99   82070
   505.000  -314.130  1481.783  10275608661.901     8.524     4.628  3520.699      99   84771
   505.000  -323.671  1486.029  10605601353.550     8.550     4.637  3530.567      99   87472
   505.000  -333.212  1490.275  10936550233.921     8.577     4.645  3541.029      99   90173
   505.000  -342.753  1494.522  11268495191.494     8.607     4.653  3551.849      99   93175
   505.000  -352.294  1498.768  11601442111.040     8.632     4.662  3562.612      99   95876
   505.000  -361.835  1503.014  11935271321.757     8.657     4.673  3570.634      99   98577
   505.000  -371.377  1507.261  12269893695.921     8.681     4.683  3578.674      99  101278
   505.000  -380.918  1511.507  12605257959.133     8.707     4.694  3587.135      99  104280
   505.000  -390.459  1515.754  12941391509.608     8.732     4.705  3595.331      99  106981
   505.000  -400.000  1520.000  13278308874.236     8.758     4.718  3603.780      99  109982
   510.000     0.412    12.991     12400330.500     0.000     0.000  2650.000      00  109982
   510.000    -0.543    38.743     37226988.000     0.000     0.000  2650.000      00  109982
   510.000    -1.020    51.464     49627318.500     0.000     0.000  2650.000      00  109982
   509.000    -1.730    69.869     68084833.500     0.000     0.000  2650.000      00  109982
   510.000    -1.974    76.862     74667343.500     0.000     0.000  2750.000      00  109982
   510.000    -2.452    89.837     87562588.500     0.000     0.000  2750.000      00  109982
   510.000    -2.929   102.630    100430856.000     0.000     0.000  2750.000      00  109982
   510.000    -3.406   115.273    113299123.500     0.000     0.000  2750.000      00  109982
   510.000    -4.361   140.130    139062636.000     0.000     0.000  2750.000      00  109982
   510.000    -4.838   152.316    151930903.500     0.000     0.000  2750.000      00  109982
   510.000    -5.315   164.348    164799171.000     0.000     0.000  2750.000      00  109982
   510.000    -5.792   176.227    177667438.500     0.000     0.000  2750.000      00  109982
   510.000    -6.747   199.545    203430951.000     0.000     0.000  2750.000      00  109982
   510.000    -7.701   222.218    229167486.000     0.000     0.000  2750.000      00  109982
   510.000    -8.656   244.292    254930998.500     0.000     0.000  2750.000      00  109982
   510.000    -9.610   265.719    280667533.500     0.000     0.000  2750.000      00  109982
   510.000   -10.565   286.514    306431046.000     0.000     0.000  2750.000      00  109982
   510.000   -11.070   297.285    320054683.500     0.000     0.000  2750.000      00  109982
   510.000   -12.474   330.956    358757487.900     0.000     0.000  2810.000      00  109982
   510.000   -13.428   353.566    385055547.300     0.000     0.000  2810.000      00  109982
   510.000   -15.337   398.148    437679232.200     0.000     0.000  2810.000      00  109982
   510.000   -17.246   441.845    490302917.100     0.000     0.000  2810.000      00  109982
   510.000   -19.671   496.095    557150709.600     0.000     0.000  2810.000      00  109982
   510.000   -21.064   528.268    597463433.100     0.000     0.000  2950.000      00  109982
   510.000   -22.973   572.024    652708938.600     0.000     0.000  2950.000      00  109982
   510.000   -24.882   615.389    707954444.100     0.000     0.000  2950.000      00  109982
   510.000   -26.791   658.362    763199949.600     0.000     0.000  2950.000      00  109982
   510.000   -28.308   692.239    807101171.100     0.000     0.000  2950.000      00  109982
   510.000   -30.609   716.925    881199064.254     7.979     4.563  3288.090      98    7640
   510.000   -32.518   737.185    942765880.188     7.973     4.557  3286.852      98    7944
   510.000   -34.427   757.219   1004320194.033     7.972     4.551  3286.299      98    8548
   510.000   -37.291   786.881   1096646364.866     7.969     4.544  3285.529      98    9453
   510.000   -40.154   816.103   1188905868.050     7.956     4.532  3284.150      98   10059
   510.000   -43.018   845.038   1281173633.293     7.952     4.525  3283.467      98   10965
   510.000   -45.881   873.609   1373484330.825     7.959     4.522  3289.806      98   11570
   510.000   -48.745   901.731   1465947001.960     7.980     4.523  3291.395      98   12475
   510.000   -51.608   929.466   1558383411.784     7.967     4.510  3290.720      98   13081
   510.000   -54.472   956.867   1650848445.731     7.974     4.508  3290.598      98   13986
   510.000   -57.335   983.990   1743250819.745     7.960     4.495  3289.050      98   14591
   510.000   -60.199  1010.882   1835705889.934     7.970     4.491  3291.459      98   15497
   510.000   -63.062  1037.591   1928160349.752     7.971     4.486  3291.792      98   16402
   510.000   -65.926  1064.202   2020638776.449     7.961     4.476  3291.249      98   17007
   510.000   -70.698  1108.437   2174714682.314     7.958     4.462  3290.872      98   18215
   510.000   -75.471  1152.788   2328817527.057     7.950     4.445  3290.836      98   19724
   510.000   -80.243  1197.546   2482862190.828     7.935     4.425  3290.360      98   20933
   510.000   -85.016  1242.940   2636923012.603     7.929     4.409  3289.951      98   22141
   510.000   -89.788  1289.124   2790933290.978     7.912     4.385  3289.409      98   23350
   510.000   -93.156  1320.000   2899597693.416     7.900     4.368  3288.122      98   24256
   510.000   -99.333  1332.354   3099733951.875     7.938     4.380  3305.775      99   25027
   510.000  -104.106  1341.900   3254623632.132     7.947     4.378  3310.163      99   26230
   510.000  -108.878  1351.444   3409685106.520     7.962     4.383  3314.355      99   27433
   510.000  -113.651  1360.990   3564976347.905     7.975     4.385  3318.440      99   28636
   510.000  -118.423  1370.534   3720437410.412     7.993     4.390  3322.847      99   30139
   510.000  -123.196  1380.080   3876118561.299     8.004     4.393  3326.736      99   31341
   510.000  -127.968  1389.624   4031950743.298     8.014     4.393  3330.586      99   32544
   510.000  -132.741  1399.170   4188015552.836     8.031     4.399  3335.031      99   34047
   510.000  -137.513  1401.959   4344250431.999     8.044     4.403  3339.652      99   35248
   510.000  -142.286  1404.106   4500739570.834     8.064     4.413  3344.341      99   36448
   510.000  -147.058  1406.252   4657426538.801     8.082     4.420  3349.360      99   37949
   510.000  -151.831  1408.398   4814363463.301     8.095     4.426  3353.892      99   39150
   510.000  -156.603  1410.544   4971493533.111     8.118     4.437  3358.853      99   40650
   510.000  -161.376  1412.691   5128869818.077     8.127     4.440  3363.282      99   41851
   510.000  -166.148  1414.837   5286424385.152     8.146     4.448  3367.720      99   43051
   510.000  -170.921  1416.983   5444231821.818     8.162     4.455  3372.521      99   44552
   510.000  -175.693  1419.129   5602214947.017     8.174     4.459  3376.890      99   45753
   510.000  -180.466  1421.275   5760439534.205     8.192     4.468  3381.266      99   46953
   510.000  -185.238  1423.421   5918847582.418     8.208     4.474  3385.984      99   48454
   510.000  -190.011  1425.568   6077495794.861     8.220     4.478  3390.336      99   49655
   510.000  -194.783  1427.714   6236326020.013     8.240     4.488  3395.048      99   51155
   510.000  -199.556  1429.860   6395395778.016     8.249     4.491  3399.357      99   52356
   510.000  -204.328  1432.006   6554644990.920     8.269     4.500  3403.980      99   53856
   510.000  -209.100  1434.152   6714098869.601     8.278     4.501  3408.318      99   55057
   510.000  -213.873  1436.299   6873793366.272     8.291     4.508  3412.662      99   56258
   510.000  -218.645  1438.444   7033668865.224     8.311     4.518  3417.327      99   57758
   510.000  -228.190  1442.737   7354084012.611     8.333     4.524  3426.337      99   60460
   510.000  -237.735  1447.029   7675344211.250     8.362     4.538  3435.417      99   63161
   510.000  -247.280  1451.322   7997456648.473     8.388     4.549  3444.564      99   65862
   510.000  -256.825  1455.614   8320432665.078     8.412     4.558  3453.880      99   68563
   510.000  -266.370  1459.906   8644287427.563     8.434     4.568  3463.340      99   71265
   510.000  -275.915  1464.199   8969037783.231     8.461     4.580  3473.005      99   73966
   510.000  -285.460  1468.491   9294713049.415     8.485     4.590  3483.085      99   76667
   510.000  -290.233  1470.638   9457921125.453     8.494     4.594  3488.086      99   77868
   510.000  -295.005  1472.784   9621344675.378     8.510     4.601  3493.574      99   79368
   510.000  -299.778  1474.930   9785049755.494     8.516     4.603  3498.816      99   80569
   510.000  -304.550  1477.076   9948984445.050     8.530     4.609  3504.649      99   82070
   510.000  -314.095  1481.368  10277915634.815     8.524     4.628  3520.774      99   84771
   510.000  -323.640  1485.661  10608054664.064     8.551     4.637  3530.654      99   87472
   510.000  -333.185  1489.953  10939151283.739     8.577     4.646  3541.118      99   90173
   510.000  -342.730  1494.246  11271244612.622     8.607     4.653  3551.943      99   93175
   510.000  -352.275  1498.538  11604338923.679     8.633     4.662  3562.684      99   95876
   510.000  -361.820  1502.830  11938315058.255     8.658     4.673  3570.697      99   98577
   510.000  -371.365  1507.123  12273063742.710     8.685     4.685  3579.036      99  101578
   510.000  -380.910  1511.415  12608575550.912     8.705     4.693  3587.203      99  104280
   510.000  -390.455  1515.708  12944857364.055     8.732     4.705  3595.394      99  106981
   510.000  -400.000  1520.000  13281923279.943     8.759     4.718  3603.845      99  109982
   515.000     0.467    13.017     12400330.500     0.000     0.000  2650.000      00  109982
   515.000    -0.488    38.753     37226988.000     0.000     0.000  2650.000      00  109982
   515.000    -0.965    51.447     49627318.500     0.000     0.000  2650.000      00  109982
   515.000    -1.443    64.047     62053645.500     0.000     0.000  2650.000      00  109982
   515.000    -1.818    73.870     71802333.000     0.000     0.000  2650.000      00  109982
   515.000    -2.397    89.465     87422305.500     0.000     0.000  2750.000      00  109982
   515.000    -2.875   102.176    100317550.500     0.000     0.000  2750.000      00  109982
   515.000    -3.352   114.707    113185818.000     0.000     0.000  2750.000      00  109982
   515.000    -4.306   139.307    138922353.000     0.000     0.000  2750.000      00  109982
   515.000    -4.784   151.401    151817598.000     0.000     0.000  2750.000      00  109982
   515.000    -5.261   163.315    164685865.500     0.000     0.000  2750.000      00  109982
   515.000    -5.738   175.075    177554133.000     0.000     0.000  2750.000      00  109982
   515.000    -6.693   198.155    203317645.500     0.000     0.000  2750.000      00  109982
   515.000    -7.648   220.615    229081158.000     0.000     0.000  2750.000      00  109982
   515.000    -8.602   242.432    254817693.000     0.000     0.000  2750.000      00  109982
   515.000    -9.557   263.649    280581205.500     0.000     0.000  2750.000      00  109982
   515.000   -10.512   284.243    306344718.000     0.000     0.000  2750.000      00  109982
   515.000   -11.148   297.622    323502408.000     0.000     0.000  2750.000      00  109982
   515.000   -12.421   327.693    358594053.300     0.000     0.000  2810.000      00  109982
   515.000   -13.375   349.982    384892112.700     0.000     0.000  2810.000      00  109982
   515.000   -15.285   393.957    437543363.700     0.000     0.000  2810.000      00  109982
   515.000   -17.194   437.039    490167048.600     0.000     0.000  2810.000      00  109982
   515.000   -19.883   496.254    564292291.500     0.000     0.000  2810.000      00  109982
   515.000   -21.012   521.885    596964987.000     0.000     0.000  2950.000      00  109982
   515.000   -22.922   564.956    652239432.000     0.000     0.000  2950.000      00  109982
   515.000   -24.831   607.617    707484937.500     0.000     0.000  2950.000      00  109982
   515.000   -26.740   649.886    762730443.000     0.000     0.000  2950.000      00  109982
   515.000   -28.797   694.992    822258994.500     0.000     0.000  2950.000      00  109982
   515.000   -30.559   713.533    879053598.056     7.984     4.565  3288.503      98    7639
   515.000   -32.468   733.442    940628141.157     7.974     4.558  3287.305      98    7943
   515.000   -34.377   753.120   1002190970.232     7.974     4.553  3286.794      98    8547
   515.000   -37.241   782.247   1094531593.380     7.970     4.546  3286.096      98    9452
   515.000   -40.105   810.980   1186839641.418     7.957     4.534  3284.784      98   10058
   515.000   -42.969   839.466   1279125537.734     7.958     4.529  3284.163      98   10963
   515.000   -45.833   867.537   1371512840.747     7.975     4.528  3292.306      98   11569
   515.000   -48.697   895.133   1464022305.334     7.983     4.526  3292.443      98   12474
   515.000   -51.561   922.351   1556518132.871     7.973     4.516  3291.611      98   13079
   515.000   -54.424   949.212   1648978580.312     7.975     4.509  3291.695      98   13985
   515.000   -57.288   975.773   1741449387.838     7.966     4.500  3290.520      98   14590
   515.000   -60.152  1002.059   1833944522.784     7.979     4.498  3292.888      98   15495
   515.000   -63.016  1028.143   1926459944.788     7.970     4.489  3292.453      98   16100
   515.000   -65.880  1054.065   2018980521.474     7.974     4.482  3292.807      98   17005
   515.000   -70.653  1096.998   2173164436.836     7.965     4.468  3292.547      98   18213
   515.000   -75.426  1139.758   2327360001.888     7.964     4.456  3293.155      98   19721
   515.000   -80.199  1182.491   2481540974.092     7.943     4.433  3292.504      98   20930
   515.000   -84.973  1225.205   2635749174.469     7.941     4.420  3292.559      98   22138
   515.000   -89.746  1267.633   2789917879.455     7.930     4.400  3292.208      98   23346
   515.000   -95.940  1320.000   2989984581.930     7.918     4.377  3292.349      98   25156
   515.000   -99.292  1326.704   3098653814.378     7.939     4.381  3306.084      99   24726
   515.000  -104.065  1336.250   3253579728.619     7.958     4.386  3310.927      99   26229
   515.000  -108.838  1345.796   3408709360.911     7.969     4.389  3315.125      99   27431
   515.000  -113.611  1355.342   3564036578.716     7.980     4.390  3319.220      99   28634
   515.000  -118.385  1364.890   3719599599.112     7.998     4.395  3323.671      99   30137
   515.000  -123.158  1374.436   3875315044.228     8.005     4.395  3327.430      99   31340
   515.000  -127.931  1383.982   4031211659.660     8.021     4.400  3331.336      99   32542
